,RCTD,Cell2location,Tangram,Seurat,Stereoscope,SPOTlight,SpatialDWLS,DestVI,STRIDE,DSTG,dataset
L2_3_IT_RSPv,0.2326408422211826,0.07059051322612955,0.045541246680897624,0.04916714792260482,0.05215942664608467,0.03924305239327333,0.04444779532597722,0.04339209473568904,0.0433115746777508,0.051698095557284905,2_r
L2_IT_ENTl,0.009889302962433988,0.011787329793123203,0.052451003372085844,0.015237066970927943,0.028450061274972162,0.013249892475766687,0.01522630171599012,0.018328990791972064,0.02507479724152436,0.015406242242867282,2_r
L2_IT_ENTm,0.0,0.007817904609840588,0.07877060914078456,0.0,0.029574894078718796,0.01595383756154863,0.0,0.010631170284323912,0.009602388487103698,0.0014335349431663087,2_r
L2_IT_PAR,0.021499353995462798,0.017834774797123143,0.0552064893325367,0.021499353995462798,0.030051891498524448,0.021611014775240068,0.013245810190774882,0.018775649297311233,0.020306546899499064,0.021443089762496294,2_r
L3_IT_ENTl,0.01986533779000434,0.018031991989142477,0.06393127337301004,0.01986533779000434,0.0351688851719518,0.019320752080351042,0.018635269041906814,0.022159844713267745,0.025936560513969475,0.019833206888410462,2_r
L3_IT_ENTm,0.03313100270237468,0.037372241233492594,0.04378980101591223,0.051968857441185234,0.04759257372278389,0.040473784133813334,0.048413019626993355,0.0439702847242018,0.043966283131073716,0.05624922010421496,2_r
L4_5_IT_CTX,0.0795368991540251,0.08239774928158534,0.16262654854928366,0.17107818607165384,0.1790241360177505,0.15421828177201655,0.1834088174332101,0.13357252951332851,0.1507416876373515,0.20500486156769152,2_r
L4_RSP_ACA,0.037659424183492836,0.02538426133644858,0.04494455454622099,0.03197510880750254,0.04624050428819444,0.03184469582949501,0.03761094017632436,0.023274307605679227,0.022206886198399514,0.033461835972582794,2_r
L5_6_IT_CTX,0.059824622509387575,0.05920246611965036,0.07136406804320648,0.08118843604699132,0.08296298194597708,0.07209713113825146,0.22716870888602117,0.07873442339973322,0.08317004813421486,0.08213306012368513,2_r
L5_IT_CTX,0.05179449661288689,0.05412347859410225,0.05773458235332795,0.08768566625846143,0.08715093178396055,0.07441062132527276,0.0961475034382635,0.07593384338391952,0.07682006819874454,0.09474070699031456,2_r
L5_IT_TPE_ENT,0.04547740598730482,0.030551120577553836,0.07545444553635565,0.02624693419917567,0.0484150979714838,0.05107762370567015,0.24264178220161461,0.03353152240688721,0.03613706068953705,0.025922511007557967,2_r
L5_NP_CTX,0.05190797874829132,0.050183849180516056,0.05409664778369653,0.09794873001097276,0.08249773059914882,0.05914624479086924,0.06610916890715629,0.042643851632927776,0.06711294074968509,0.09867016387433719,2_r
L5_NP_CT_CTX_,0.022498985167897816,0.01934784991418049,0.05737700790600931,0.022498985167897816,0.03496635259359453,0.027234102404163355,0.01882679646851254,0.026080866303302364,0.022498985167897816,0.022463525128108713,2_r
L5_PPP,0.020147732439383337,0.018747804938508597,0.05695638495141483,0.020147732439383337,0.02576012938288955,0.02623549332026195,0.018521270489614022,0.019089643774783754,0.02109121955001991,0.02012310981483908,2_r
L5_PT_CTX,0.044160528102759486,0.05375227389324015,0.057813574014801826,0.08584396425681437,0.0835570619208426,0.07538574439348664,0.07834851212340085,0.06682627554465476,0.08321167614729001,0.09877058770636951,2_r
L6_CT_CTX,0.0805702161462807,0.06124965319716794,0.11933518270349842,0.1331204059935172,0.14153215622357787,0.12767849848833754,0.12382025767820257,0.10733608105345008,0.10644910889811592,0.1563278752591883,2_r
L6_IT_CTX,0.08179544411879942,0.06720881193551655,0.09546597216085748,0.12348927761559904,0.1294883682047582,0.11657164799019284,0.15609031251130154,0.10775209864177698,0.12004748282502686,0.14171030439605317,2_r
L6_IT_ENTl,0.02916477696070293,0.026853997756407833,0.05493178447260841,0.02916477696070293,0.034618189026079015,0.031118806065771,0.02916477696070293,0.02776808901784246,0.03294356610170516,0.029097215482588364,2_r
L6b_CTX,0.04725323956106684,0.03396770188263117,0.05007873926375766,0.09477965256304456,0.07746815504821979,0.0611714629982311,0.06488554167209563,0.052908531743714245,0.05155193522495146,0.093276825718106,2_r
L6b_CT_ENT,0.03515288488226116,0.03505501426772854,0.04527828644008279,0.05180707123850469,0.05707161368820461,0.03976558648042973,0.05102233891437813,0.04567076618794723,0.04672231602492978,0.05291240629691261,2_r
Lamp5,0.10346766752313503,0.05513611997510396,0.08554358830568964,0.19119921222653838,0.10575709739379162,0.08993316881078427,0.06553162514817919,0.056491757382004466,0.09874454635497333,0.12358127311982033,2_r
Lamp5_Lhx6,0.046675353563264896,0.041678836118746544,0.0495927632087098,0.056311083831026544,0.055681522601872785,0.050714504895380784,0.04380191919796,0.03530827767325918,0.05987016175075294,0.05704180552153417,2_r
Meis2_HPF,0.011861572826892694,0.011527256995881146,0.052237272157089266,0.011861572826892694,0.019452814940348784,0.014263070224914947,0.011861572826892694,0.016473387923571614,0.037484582788296965,0.011902705045384081,2_r
Micro_PVM,0.03352178932262275,0.009845189840891765,0.039216575780305414,0.07495778305038285,0.027204369161953647,0.007497827791663635,0.013905630803134068,0.01623894116536212,0.015638359227508603,0.03339731951586196,2_r
NP_PPP,0.03287360682177361,0.024404566267898036,0.04910405815241343,0.03287360682177361,0.038198063733954096,0.028273604203159285,0.031209483773165493,0.027467111834774276,0.033167255432344986,0.03276054507586145,2_r
